quiz_no,quiz_title,q_no,q_type,stem,options,answer,analysis,is_open,source_file
037,四重二谛总结：四有四无无障碍观,12,多选题,【多选题】以下选项中对四重二谛第四重二谛的理解，表述正确的有哪些？,A. 第四重二谛，首先解构名言，“离言”，这是有经典依据的。 || B. 随着名言被解构，假有也就被解构，其实“假有”就是如梦如幻的真实存在。 || C. 凡夫境界以什么都没有作为基本特征，佛教就叫做“空性”。 || D. 第四重二谛解构到最后就是“离言空性”。,ACD,第四重二谛，首先解构名言，这是有经典依据的。随着名言的被解构，假有也就被解构了。假有就是没有，其实凡夫境界的存在是以什么都不存在为基本特征的。凡夫境界以什么都没有作为基本特征，佛教就叫做“空性”。所以这第四重二谛，解构到最后就是“离言空性”。,0,/Users/apple/study/buddhism/output/quizzes.csv
037,四重二谛总结：四有四无无障碍观,13,多选题,13.【多选题】依据课程内容，为什么第四重二谛可以总结为“只有‘离言空性’，没有丝毫法生”？,A. 因为到了第四重二谛的胜义谛，佛陀已然把我们凡夫境界一切的存在都解构干净了。 || B. 因为一切法无生，压根儿就没有生，这是第四重二谛的境界。 || C. 因为到了第四重二谛的世俗谛已然把名言也解构干净了，没有一丝丝法的生起。 || D. 因为到了第四重二谛的胜义谛，佛陀把除了名言以外的一切法都解构干净了。,AB,第四重二谛也可以总结为一句话：“只有‘离言空性’，没有丝毫法生。”因为到了第四重二谛的胜义谛，佛陀已然把我们凡夫境界一切的存在，包括名言，都解构干净了，没有一丝丝法的生起。一切法无生，压根儿就没有生，这是第四重二谛的境界。,0,/Users/apple/study/buddhism/output/quizzes.csv
037,四重二谛总结：四有四无无障碍观,14,单选题,14.【单选题】依据课程内容，四重二谛可以概括为四句话，下列选项中表达错误的是哪个？,A. 只有因缘和合，没有独立存在。 || B. 只有相似相续，没有常一不变。 || C. 只有能诠名言，没有所诠实义。 || D. 只有‘离言空性’，没有丝毫法生。,A,四重二谛，可以概括为四句话：只有相互依存，没有独立存在；只有相似相续，没有常一不变；只有能诠名言，没有所诠实义；只有‘离言空性’，没有丝毫法生。,0,/Users/apple/study/buddhism/output/quizzes.csv
037,四重二谛总结：四有四无无障碍观,15,多选题,15.【多选题】对佛陀二时教法“四有四无无障碍观”的理解，下列选项中正确的有哪些？,A. 我们在生活当中，每时每刻，时时刻刻，都要用这四句话来观修。 || B. 通过这四句话的观修，来消除凡夫心中的“我执”和“实执”这两个障碍。 || C. 通过对这四句话的观修，来破我执，破实执。 || D. 这四句话就是佛陀二时教法破增益和补损减的修法口诀。,ABC,这四句话可以叫作佛陀二时教法的“四有四无无障碍观”，是佛陀二时教法破增益的修法口诀。我们在生活当中，每时每刻、时时刻刻，都要用这四句话来观修，来破除我们凡夫心中的障碍。什么障碍？两条：我执和实执。我执、实执导致我们凡夫无法见到佛陀证悟的真实。因此我们要通过对这四句话的观修，来消除我执、实执这两个障碍。破我执，破实执。,0,/Users/apple/study/buddhism/output/quizzes.csv
037,四重二谛总结：四有四无无障碍观,16,多选题,16.【多选题】以四重二谛的第四重二谛为例，佛陀在二时教法当中，为什么要用二谛说法？,A. 用二谛说法对治我们众生的边见。 || B. 第四重二谛胜义谛上佛说空性，对治凡夫的断见。 || C. 为了防止最初听闻空性的凡夫落常见，此时在世俗谛上保留名言上的善恶。 || D. 用二谛说法，胜义谛空性对治常见，世俗谛上名言还暂时保留对治断见。,AD,佛陀在二时教法中用二谛说法，为什么要用二谛说法？是要对治我们众生的边见。以第四重二谛来说，胜义谛上佛说空性，佛说我们凡夫境界上一切的存在，都是以根本不存在为基本特征，这是对治我们凡夫的常见。一切法无生，哪儿找常？不常……佛陀为了防止初闻空性的凡夫堕这种恶见，也叫断见——佛陀留后手，这个时候在世俗谛上保留名言，也就是凡夫境界在名言上是有善恶的，所以在胜义谛上，虽然是空性，但是世俗谛上名言还暂时保留。,0,/Users/apple/study/buddhism/output/quizzes.csv
037,四重二谛总结：四有四无无障碍观,17,多选题,【多选题】依据课程内容，对于最初听闻空性的凡夫，一般会落入什么见解？,A. 都是空，那杀人放火抢银行也是空。 || B. 都是空，就可以杀人放火抢银行。 || C. 都是空，杀人放火抢银行警察抓我就不具有合理性。 || D. 初闻空性的凡夫容易堕入以上所说的各种恶见，这种恶见也叫断见。,ABCD,佛陀这时候说法的对象是凡夫，为了防止最初听闻空性的凡夫落断见——此时什么叫断见？一听说空性：“哇！都是空，那杀人放火抢银行也是空啊，我为什么不能杀人放火抢银行？为什么杀人放火抢银行警察抓我具有合理性？”佛陀为了防止初闻空性的凡夫堕这种恶见，也叫断见——佛陀留后手，这个时候在世俗谛上保留名言，也就是凡夫境界在名言上是有善恶的。,0,/Users/apple/study/buddhism/output/quizzes.csv
037,四重二谛总结：四有四无无障碍观,18,判断题,18.【判断题】在四重二谛的第四重二谛胜义谛上，虽然是空性，但是世俗谛上名言还暂时保留。名言上没有善恶，因此，凡夫名言上抢了银行，警察抓人的时候在名言上是不具有合理性的。,,错误,在胜义谛上，虽然是空性，但是世俗谛上名言还暂时保留。名言上有善恶，凡夫名言上抢银行，如果你抢了银行，警察抓你的时候在名言上是具有合理性的。,0,/Users/apple/study/buddhism/output/quizzes.csv
037,四重二谛总结：四有四无无障碍观,19,填空题,19.【填空题】二谛中的胜义谛也叫作“真谛”，世俗谛有时候也译作“俗谛”，此即“真俗二谛”。就第四重二谛而言，世俗谛仅保留了名言，因此第四重二谛的世俗谛，有时候也被称为“（）”。胜义谛上是空性，是（），世俗谛上是（）。,,名言谛，“离言空性”，假有唯名,胜义谛也叫作“真谛”，世俗谛有时候也译作“俗谛”，此即“真俗二谛”。就第四重二谛而言，世俗谛仅保留了名言，因此第四重二谛的世俗谛，有时候也被称为“名言谛”。胜义谛上是空性，是“离言空性”，世俗谛上是假有唯名。,0,/Users/apple/study/buddhism/output/quizzes.csv
037,四重二谛总结：四有四无无障碍观,20,多选题,20.【多选题】依据课程内容，在二时教法中，对“解构”和“空”理解正确的有哪些？,A. 四重二谛是一个不断解构的过程。 || B. 解构的过程，用佛教的语言表达就是一个字“空”，就是空的过程，不断地空的过程。 || C. 佛教是个讲空的宗教，甚至被称为“空门”。 || D. 佛教讲空，是在不同层次上说空。 || E. 课程中出现的“性空”和“空性”，这两个词法义相同。,ABCD,四重二谛是一个不断解构的过程。“解构”是一个很现代的词语，其实解构的过程，用佛教的语言表达就是一个字“空”，就是空的过程，不断地空的过程。佛教是个讲空的宗教，甚至被称为“空门”。佛教讲空，是在不同层次上说空。前边讲“空”的时候，已然出现了两个词：“性空”和“空性”。这两个词由两个相同的汉字组成的，只不过字的次序颠倒了一下。但是“性空”与“空性”有着不同的法义。,0,/Users/apple/study/buddhism/output/quizzes.csv
037,四重二谛总结：四有四无无障碍观,21,简答题,21.【简答题】简要总结构建四重二谛的目的是什么？其中第一组和第二组二谛分别可以概括为哪四个字？其解构的对象分别是什么？,,"构建四重二谛的目的：
在二时教法中，破增益的模式是二谛。四重二谛就是在解构凡夫自以为的真实世界。四重二谛是坚定不移地递进解构模式。
第一组二谛破我执：
第一重二谛和第二重二谛即第一组二谛，概括为四个字：“缘生性空”。这一组二谛解构我们凡夫对凡夫境界上常一不变的独立存在的事物的执着。第一组二谛讲缘生性空，破的就是我执，佛陀说无我。
第二组二谛破实执：
第三重和第四重二谛即第二组二谛，在第一组二谛的基础上继续解构凡夫自以为的真实世界。第二组二谛也可以概括为四个字：“缘起无生”，是破我们凡夫的“实执”。佛说无生，无生是破实执。",,1,/Users/apple/study/buddhism/output/quizzes.csv
037,四重二谛总结：四有四无无障碍观,22,简答题,22.【简答题】四重二谛的第三重二谛可以总结为一句话：“只有能诠名言，没有所诠实义。”如何通过这句话更好地理解第三重二谛的境界？第三重二谛在四重二谛中的地位如何？,,"第三重二谛内容：
第三重二谛的世俗谛承接着前两重二谛，世俗谛是缘生性空，胜义谛是名言假有。
世俗谛缘生性空的内涵：
世俗谛上缘生性空，性空是无自性，没有常一不变的独立存在性。没有常一不变的独立存在性的存在，其实就是不存在，无自性就是不存在，缘生就是无生。
胜义谛名言假有的内涵：
凡夫境界上凡夫心中所呈现的存在，实际上是假有，不是真有，是凡夫误以为的有。因此，胜义谛是假有。凡夫把这个如梦如幻的误以为的真实，不仅误以为是真实，还要给它起个名字，比如说梦中的这个是“老虎”，水中的这个是“月亮”。到第三重二谛这一重境界，“老虎”“月亮”这些名言，我们暂时姑且认为是有，这个名言叫“能诠”。
解构到第三重二谛，佛陀已然把我们凡夫境界的存在，几乎都解构没了，最后只剩下一点点名言。所以第三重二谛的胜义谛就叫作“名言假有”。
第三重二谛的地位：
第三重二谛是入大乘佛法的真正门槛，四重二谛里最大的要害，最难的突破，而大乘佛法最极不共的教法，就是无生。",,1,/Users/apple/study/buddhism/output/quizzes.csv
037,四重二谛总结：四有四无无障碍观,23,论述题,23.【论述题】论述二时教法的“四有四无无障碍观”的具体内容及其涵义及其定位，并解释每句话的涵义。作为大乘佛法的修行者，在生活中应该如何观修？,,"具体内容：
只有相互依存，没有独立存在；
只有相似相续，没有常一不变。
只有能诠名言，没有所诠实义；
只有“离言空性”，没有丝毫法生。
定位：
佛陀二时教法的“四有四无无障碍观”，这四句话是四重二谛的总结，也是佛陀二时教法破增益的修法口诀。
解释涵义：
1、“只有相互依存，没有独立存在；只有相似相续，没有常一不变。”是对第一组二谛的总结。这一组二谛解构我们凡夫对凡夫境界上常一不变的独立存在的事物的执着，破我执。
2、只有能诠名言，没有所诠实义；
这是对第三重二谛的总结，到第三重二谛，佛陀已然把我们凡夫境界上存在的真实性解构了，把名言所指的对象——所诠，给解构了。在这一重境界，这些名言——能诠，我们暂时姑且认为是有。
3、只有“离言空性”，没有丝毫法生。
这是对第四重二谛的总结，凡夫境界的存在是以什么都不存在为基本特征的，佛教叫空性。空性破实执，佛陀说无生。
观修应用：
1、“四有四无无障碍观”，是佛陀二时教法破增益的修法口诀。
2、在生活当中，我们时时刻刻都要用这四句话来观修，来破除我们凡夫心中的两个障碍：我执和实执。
3、我执、实执导致我们凡夫无法见到佛陀证悟的真实。因此我们要通过对这四句话的观修，来消除我执、实执这两个障碍。破我执，破实执。",,1,/Users/apple/study/buddhism/output/quizzes.csv
038,性空、空性与无常,1,多选题,1．【多选题】依据课程内容，性空的梵文是“niḥsvabhāva”，下列选项中理解正确的有哪些？,A. 性空的“性”，有时译作“自性”，梵文是“svabhāva”，指独立存在性。 || B. “bhāva”指“存在”，“sva”指“与其他没有关系的”，“svabhāva”就是与其他没有关系的那种独立存在性。 || C. 性空的“空”，对应“niḥsvabhāva”的否定前缀“niḥ”，指以什么都不存在为基本特征。 || D. 性空指没有常一不变的独立存在性，无自性。,ABD,什么是性空？“性空”的“性”，是指独立存在性，在佛陀的二时教法中，这个“性”指的是我们凡夫执着于凡夫境界的存在具有常一不变的独立存在性，这个字有时候也译作“自性”，梵文是“svabhāva”，“bhāva”意思是“存在”，“sva”指“与其他没有关系的”，“svabhāva”就是与其他没有关系的那种独立存在性。那么性空的“空”在这里说的是，没有常一不变的独立存在性，梵文是“niḥsvabhāva”，加了一个否定前缀，没有常一不变的独立存在性，无自性。,0,/Users/apple/study/buddhism/output/quizzes.csv
038,性空、空性与无常,2,填空题,2．【填空题】在四重二谛当中，性空是第二重二谛的境界，第二重二谛的胜义谛是性空。安立“性空”的名言，对治的是凡夫的我执，破（），无自性，没有（）的（），这是性空。,,我执，常一不变，独立存在性,在四重二谛当中，性空是第二重二谛的境界，第二重二谛的胜义谛是性空。安立“性空”的名言，对治的是我们凡夫的我执，破我执，无自性，没有常一不变的独立存在性，这是性空。,0,/Users/apple/study/buddhism/output/quizzes.csv
038,性空、空性与无常,3,多选题,3．【多选题】依据课程内容，以下对“空性”说法正确的有哪些？,A. 空性的“空”，对应梵文“śūnya”，表示没有，零，不存在。 || B. 空性的“性”对应梵文“śūnyatā”的词尾“tā”，表示基本特征。 || C. 空性梵文是śūnyatā，就是没有常一不变的独立存在性。 || D. 四重二谛的第四重二谛的胜义谛是“离言空性”。 || E. 讲空性，破的是凡夫的实执。,ABDE,“空性”的“空”，对应着梵文“śūnya”，“śūnya”是什么意思？表示没有，零，不存在。“空性”的“性”对应“śūnyatā”的词尾“tā”，表示基本特征，“śūnyatā”就是以什么都没有、以什么都不存在为基本特征。它在四重二谛中对应的是第四重二谛的境界，第四重二谛的胜义谛是“离言空性”。讲空性，破的是我们凡夫的实执。,0,/Users/apple/study/buddhism/output/quizzes.csv
038,性空、空性与无常,4,多选题,4．【多选题】依据课程内容，以下对“性空”与“空性”的理解，说法正确的有哪些？,A. 性空破我执，佛陀说无我，无自性。 || B. 空性破实执，佛陀说无生，凡夫境界的存在是以什么都不存在、压根儿无生为基本特征。 || C. 性空与空性是两重境界，不能混淆。 || D. 性空与空性只是字序颠倒，但法义相同，没有区别，不存在混淆之说。,ABC,性空与空性，两个相同的字，只不过字序颠倒。虽然只是字序颠倒了一下，但是一定要把这两个词的法义搞清楚，它们是有区别的。很多人讲佛教课，性空与空性不分，混着讲，问题其实是很严重的。性空破我执，佛陀说无我，无自性；空性破实执，佛陀说无生，一切法压根儿没产生，凡夫境界的存在是以什么都不存在、压根无生为基本特征的。这是两重境界，不能混淆。,0,/Users/apple/study/buddhism/output/quizzes.csv
038,性空、空性与无常,5,单选题,5．【单选题】依据课程内容，在佛陀的二时教法中，性空与空性两者之间是否存在着内在联系？,A. 性空与空性，字序颠倒，法义不同，两者之间没有任何联系。 || B. 有内在联系，性空就是无自性，凡夫境界一切的存在是以无自性为它的基本特征，这叫“无自性性”，而无自性性其实就是空性。 || C. 性空与空性是两个不同的名言，不能混淆，两者之间没有内在联系。 || D. 有内在的联系，性空与空性的法义完全相同。,B,那么性空跟空性，我们不能混淆，但是这两个名言有没有联系呢？其实也是有联系的。我们前边讨论四重二谛的时候，我们说无自性就是不存在，所以在佛陀的二时教法当中，说凡夫境界的一切的存在，是以无自性为它的基本特征，叫“无自性性”，梵文是“niḥsvabhāvatva”，以无自性为基本特征，无自性性，其实就是空性。性空跟空性是两个不同的名言，不能混淆；但两者之间又存在着内在的联系。,0,/Users/apple/study/buddhism/output/quizzes.csv
038,性空、空性与无常,6,多选题,6．【多选题】依据课程内容，在佛法中对于“空什么、解构什么”，以下说法正确的有哪些？,A. 解构本来没有、凡夫误以为有的东西。 || B. 解构我，淡化我，淡化我执，是说原来有一个我，后来通过修行，把我给空掉了，给解构掉了。 || C. 解构的是本来没有、凡夫误以为有的自性、存在、实执。 || D. 解构本来存在，但是不应该存在的东西，比如自性、存在、实执。,AC,解构本来没有、凡夫误以为有的东西。比如说“svabhāva”，自性。凡夫误以为我们凡夫境界上一切的存在是有常一不变的独立存在性的，而佛陀想告诉我们的是，凡夫自以为的常一不变的独立存在性，是根本没有的。所以，说解构这个我，淡化我，淡化我执，并不是说原来有一个我，我们凡夫境界有个常一不变的独立存在性，后来通过修行，把常一不变性、独立存在性给空掉了，给解构掉了，不是的。常一不变的独立存在性本来就没有，而凡夫误以为有。所以解构的是本来没有、凡夫误以为有的东西。自性是这样，存在是这样，实执也是这样。,0,/Users/apple/study/buddhism/output/quizzes.csv
038,性空、空性与无常,7,多选题,7．【多选题】以下对“解构者，非解构也”“淡化者，非淡化也”理解错误的有哪些？,A. “解构者，非解构也”，解构凡夫境界上的存在，就是原来有个存在，后来通过修行，把这个存在给解构掉了，给解构没了。 || B. “解构者，非解构也”，不要以为原先有个什么东西真实存在，后来被我们解构了。 || C. 佛陀说解构，这是一种方便；佛陀说淡化我执，这也是一种方便，“淡化者，非淡化也”。 || D. 原先有东西真实存在，后来被我们解构、淡化了，这是理解佛法的空的一个要害。 || E. 解构不是说原来有个存在，给解构没了，空是空原本就没有的，不是原本有把它空掉。,AD,解构我们凡夫境界上的存在，不是说原来有个存在，后来通过修行，把这个存在给解构掉了，给解构没了，不是的。空是空原本就没有的，不是原本有把它空掉。所以我们讲解构，“解构者，非解构也”。不要以为原先有个什么东西真实存在，后来被我们解构了。我们说解构，这是一种方便，我们说淡化我们的我执，这也是我们的方便，“淡化者，非淡化也”。这一点非常重要，这是理解佛法的空的一个要害。,0,/Users/apple/study/buddhism/output/quizzes.csv
038,性空、空性与无常,8,多选题,8．【多选题】下列选项中对小乘佛法讲的“生住异灭”无常，理解正确的有哪些？,A. 一个事物产生了，产生之后，会保持一段稳定的状态，叫“住”。 || B. “住”这个相对稳定的状态，是不可能永远保持的，要“异”，异就是变化，要向永恒或是灭亡的方向转化。 || C. 通过异的过程最终一定是“灭”，灭就是死亡。 || D. 小乘佛法讲无常，是生住异灭的无常，是说一个生了的事物，它毕竟得灭，不可能不灭。 || E. 我们在生活中经常感叹：“人生无常！”这种感叹，不是从小乘佛法讲的无常上的感叹。,ACD,小乘法讲的无常概括为四个字：“生住异灭”。一个事物产生了，产生之后，会保持一段稳定的状态，叫“住”。但是这个相对稳定的状态，是不可能永远保持的，要“异”，异就是变化，要向灭亡的方向转化。通过异的过程最终一定是“灭”，灭就是死亡。所以小乘讲无常，讲的是生住异灭的无常，是说一个生了的事物，它毕竟得灭，今天不灭明天灭，明天不灭后天灭，后天还没灭，不定哪天就得灭，不可能不灭。所以小乘佛法讲无常，是从这个意义上讲无常，是一个生了的东西毕竟得灭。我们在生活中听佛教徒说：“哇！老张昨天去世了，上礼拜还跟我一起吃饭，昨天晚上突然心肌梗塞死了，哎呀！人生无常啊！”佛教徒经常有这样的感叹。佛教徒这种感叹，是从小乘佛法讲的无常上的感叹。,0,/Users/apple/study/buddhism/output/quizzes.csv
038,性空、空性与无常,9,多选题,9.【多选题】下列对四重二谛的前两重二谛讲的“当生即灭”的无常，理解错误的有哪些？,A. 是指生出来可以安住一段时间，然后不断地转化，最终一定得灭。 || B. 是指生了就灭，生的那一时刻就是灭的那一时刻，“当生即灭”。 || C. “当生即灭”的无常，比小乘佛法讲的“生住异灭”的无常，要彻底得多，精彩得多。 || D. “当生即灭”的无常，就是大乘佛法最终要讲的无常。,AD,佛陀的二时教法，出现了第二个层次的无常。二时教法四重二谛的前两重二谛讲无常，不是“生住异灭”的无常，是“当生即灭”的无常——不是生出来可以安住一段时间，然后不断地转化，最终一定得灭，而是生了就灭，生的那一时刻就是灭的那一时刻，“当生即灭”。这是佛陀二时教法前两重二谛讲的无常，叫作当生即灭的无常。二时教法前两重二谛所讲的无常，比小乘佛法讲的无常，要彻底得多，要精彩得多。,0,/Users/apple/study/buddhism/output/quizzes.csv
038,性空、空性与无常,10,多选题,10.【多选题】以下选项中对“生灭无常”理解错误的有哪些？,A. 生住异灭的无常和当生即灭的无常，可以概括为“生灭无常”。 || B. 生住异灭的无常和当生即灭的无常，都是说一个事物生了而又灭了，叫“生灭无常”。 || C. 当生即灭的无常讲当生就灭了，所以不属于“生灭无常”。 || D. “生灭无常”是大乘佛法要讲的无常，已经进入了大乘佛法的门槛。,CD,不管是小乘佛法讲的生住异灭的无常，还是佛陀二时教法前两重二谛讲的当生即灭的无常，这两重无常有个共同的特点，这两个层次说无常，都是一个事物生了而又灭了，即便是佛陀二时教法前两重二谛讲当生就灭了，但毕竟还是生了。所以这两个层次讲无常，可以概括为叫“生灭无常”。生灭无常不是大乘佛法要讲的无常。所以前面强调，如果只讲到四重二谛的前两重二谛，大乘佛法的门还没入！,0,/Users/apple/study/buddhism/output/quizzes.csv
038,性空、空性与无常,11,判断题,11.【判断题】大乘佛法讲的无常，就是佛陀二时教法四重二谛后两重二谛所要表达的无常。后两重二谛要表达的无常，是“生灭无常”。,,错误,大乘佛法讲的无常是什么？就是佛陀二时教法后两重二谛所要表达的无常。后两重二谛要表达的无常，是“无生无常”。,0,/Users/apple/study/buddhism/output/quizzes.csv
038,性空、空性与无常,12,填空题,12.【填空题】佛陀大乘教法要告诉我们，凡夫境界是无常的，因为它压根儿就没产生，所以就无所谓“常”——“（）”。在般若经里面叫作“常无，故无常。”,,无生无常,佛陀大乘教法要告诉我们，凡夫境界是无常的，为什么是无常？因为它压根儿就没产生，所以就无所谓“常”——“无生无常”。在般若经里面叫作“常无，故无常。”,0,/Users/apple/study/buddhism/output/quizzes.csv
038,性空、空性与无常,13,多选题,13.【多选题】下列选项中对“常无，故无常”理解错误的有哪些？,A. 常无，根本就没有。 || B. “常无，故无常”，根本就没有，所以说无常。 || C. “常无，故无常”这是小乘佛法的无常。 || D. “常无，故无常”是佛陀二时教法第一重二谛和第二重二谛讲的无常。,CD,“无生无常”，在般若经里面叫作“常无，故无常。”什么是常无？根本就没有。“常无，故无常”，根本就没有，所以说无常，这是大乘佛法的无常，是佛陀二时教法第三重二谛和第四重二谛讲的无常。,0,/Users/apple/study/buddhism/output/quizzes.csv
038,性空、空性与无常,14,多选题,14.【多选题】二时教法要表达的无常，是凡夫境界压根儿就没产生的“无生无常”，而非生了后又灭了的“生灭无常”。这样理解无常，在《大般若波罗蜜多经》中的经典依据有哪些？,A. “不应以色坏故，观色无常。”不能以观色产生而又灭掉了这个生灭，来观色是无常。 || B. “不应以受想行识坏故，观受想行识无常。”也不应该以观受想行识产生而又灭了，来看受想行识是无常。 || C. “但应以常无故，观色乃至识为无常。”应该以观色受想行识根本就没有，压根儿就没产生，来观色受想行识这五蕴是无常。 || D. 在《大般若波罗蜜多经》中，没有这样理解无常的经典依据。,ABC,有人说，这样来理解无常，有经典依据吗？有的。玄奘法师翻译的《大般若波罗蜜多经》第五会第558卷《经典品》中佛陀明确说：“不应以色坏故，观色无常。”色坏，指色受想行识的色法产生了后来又灭掉了——不能以观色产生而又灭掉了这个生灭，来观色是无常。“不应以受想行识坏故，观受想行识无常。”也不应该以观受想行识产生而又灭了——不管是生住异灭，还是当生即灭，反正是生了后来又灭了，这叫“坏”——来看受想行识是无常。“但应以常无故，观色乃至识为无常。”应该以观色受想行识“常无”——根本就没有，压根儿就没产生——无生——来观色受想行识这五蕴是无常。这就是经典依据。,0,/Users/apple/study/buddhism/output/quizzes.csv
038,性空、空性与无常,15,多选题,15.【多选题】二时教法讲无常，分成三个层次，下列选项中理解正确的有哪些？,A. 第一个层次是小乘佛法的生住异灭的无常。 || B. 第二个层次是四重二谛的前两重二谛、作为大乘佛法前行法的当生即灭的无常。 || C. 生住异灭和当生即灭这两个层次的无常，可以归为一类，叫作“生灭无常”。 || D. 第三个层次的无常是四重二谛的第二组二谛的“无生无常”，要观凡夫境界一切的法都是刹那生灭的无常，叫作“常无，故无常”。,ABC,佛陀教法讲无常，分成三个层次。第一个层次是小乘佛法的生住异灭的无常，第二个层次是佛陀二时教法四重二谛的前两重二谛、作为大乘佛法前行法的无常，即当生即灭的无常。这两个层次的无常，可以归为一类，叫作“生灭无常”。第三个层次的无常，是第二组二谛所讲的无常，叫作“无生无常”，要观凡夫境界一切的法，压根儿没产生，这是无常，所以叫作“常无，故无常。”,0,/Users/apple/study/buddhism/output/quizzes.csv
038,性空、空性与无常,16,多选题,16.【多选题】《大般若经》中说“为发无上菩提心者说……如是名为颠倒宣说相似般若波罗蜜多。” 依据此经文，为发大乘心者宣说下列哪些内容，属于宣讲相似佛法？,A. 说五蕴的色产生了后来又消亡了是无常，没有讲色原本就根本没产生，没讲常无才是真正的无常。 || B. 说受想行识产生了后来又消亡了是无常，没讲受想行识压根就没产生，无生是无常。 || C. 色坏、受想行识坏是无常，就是行般若波罗蜜多。 || D. 给发了大乘心的人讲以上三种所谓大乘法的无常的话，那就是颠倒了，在说相似的佛法，过失是非常严重的。,ABC,《大般若经》第558卷《经典品》中，佛陀是这样说的：“为发无上菩提心者说”——注意是为一个发了大乘心的人说法……“如是名为颠倒宣说相似般若波罗蜜多”，如果是这样给发了大乘心的人讲所谓大乘法的无常的话，那就是颠倒了，给别人在说相似的佛法。说相似佛法的过失是非常严重的。,0,/Users/apple/study/buddhism/output/quizzes.csv
038,性空、空性与无常,17,判断题,17.【判断题】如果是在宣说大乘法，只讲到了生灭无常，比如只讲到缘生性空，讲到当生即灭，而没有讲到无生无常，这就犯了“说相似佛法”的过失。相似佛法就是似是而非的佛法，说相似佛法的过失是非常严重的。,,正确,如果是在宣说大乘法，只讲到了生灭无常，比如只讲到缘生性空，讲到当生即灭，而没有讲到无生无常，这就犯了什么过失呢？犯的过失，佛教叫作“说相似佛法”。什么是相似佛法？就是似是而非的佛法。说相似佛法的过失是非常严重的。,0,/Users/apple/study/buddhism/output/quizzes.csv
038,性空、空性与无常,18,简答题,【简答题】简述佛陀二时教法中“解构”的对象和核心内涵，以及“解构者，非解构也”的含义。,,"（1）解构的对象：
是本来没有、凡夫误以为有的东西（如自性、我、存在、实执等）；
（2）解构的核心内涵：
解构凡夫境界上的存在，不是说原来有个存在，后来通过修行，把这个存在给解构掉了。空是空原本就没有的，不是原本有把它空掉。
（3）“解构者，非解构也”的含义：
不要以为原先有个什么东西真实存在，后来被解构了；佛陀讲解构，只是一种度化凡夫、破除虚妄认知的方便，并非真的有“解构”这个动作或被解构的真实事物；这一点非常重要，这是理解佛法的空的一个要害。
（4）“淡化者，非淡化也”同理：
说淡化我们的我执，这也是我们的方便，不是说原来有个我存在，后来被淡化了。",,1,/Users/apple/study/buddhism/output/quizzes.csv
038,性空、空性与无常,19,简答题,【简答题】《金刚经》导读中，佛陀教法讲无常分成了哪三个层次，以及各层次的核心区别？,,"（1）第一个层次：
小乘佛法的生住异灭无常，核心是“一个生了的事物毕竟得灭”，即事物经历产生、稳定、变化、灭亡四个阶段，最终必然消亡。
（2）第二个层次：
佛陀二时教法四重二谛的前两重二谛的当生即灭无常，核心是“生的那一时刻就是灭的那一时刻”，比小乘无常更彻底，但仍属于“生灭无常”的范畴，是大乘佛法的前行法，破凡夫我执。
（3）第三个层次：佛陀二时教法四重二谛的后两重二谛的无生无常，核心是“凡夫境界压根儿没产生，故无所谓常”，即“常无，故无常”，是大乘佛法真正要讲的无常，破凡夫实执。
核心区别：
前两个层次归为“生灭无常”，均承认事物“生”的前提，只是灭的速度不同；第三个层次“无生无常”否定事物“生”的前提，无生，要观凡夫境界一切的法，压根儿没产生，是大乘与小乘、相似佛法与真实佛法在无常见解上的核心区别。",,1,/Users/apple/study/buddhism/output/quizzes.csv
